id,room_type,accommodates,bathrooms,cancellation_policy,cleaning_fee,instant_bookable,review_scores_rating,bedrooms,beds,log_price
8653449,Entire home/apt,2,1,strict,TRUE,f,,0,1,5
6392343,Entire home/apt,3,1,flexible,TRUE,t,96,1,1,4
20625135,Entire home/apt,6,2,strict,TRUE,f,94,3,3,6
18314981,Entire home/apt,6,3,strict,TRUE,f,,3,3,7
16246986,Entire home/apt,10,4,strict,TRUE,t,93,5,6,6
14504441,Private room,2,1,strict,TRUE,f,84,1,1,5
4190881,Private room,2,1,strict,TRUE,t,,1,1,4
9711491,Entire home/apt,3,1,strict,TRUE,f,,0,2,5
12520366,Private room,2,1,moderate,TRUE,f,96,1,1,5
20898096,Private room,2,1,flexible,TRUE,f,97,1,1,4
20706418,Entire home/apt,2,1,moderate,TRUE,f,99,0,1,5
7131026,Entire home/apt,2,2,flexible,TRUE,f,100,1,1,5
692397,Private room,2,1,flexible,TRUE,f,93,1,1,4
20655934,Entire home/apt,2,1,strict,FALSE,f,80,1,2,8
760827,Entire home/apt,4,2,flexible,FALSE,f,97,2,3,5
15841070,Entire home/apt,4,1,strict,TRUE,f,,3,4,5
19748535,Private room,2,1,flexible,TRUE,f,97,1,1,4
3112708,Private room,2,1,flexible,TRUE,f,85,1,1,4
19962013,Private room,3,1,moderate,FALSE,f,97,1,1,4
1106505,Entire home/apt,4,1,strict,TRUE,f,,2,2,7
11911646,Entire home/apt,6,1,strict,TRUE,f,96,2,4,5
11639896,Entire home/apt,6,1,strict,TRUE,f,97,2,3,5
13735864,Private room,2,1,flexible,FALSE,t,93,1,1,3
8111575,Entire home/apt,8,2,strict,TRUE,f,80,2,4,6
9175372,Entire home/apt,4,1,strict,TRUE,t,87,1,2,5
13280672,Entire home/apt,4,1,moderate,TRUE,f,96,1,2,5
5883697,Private room,2,1,flexible,TRUE,f,95,1,1,5
6201900,Entire home/apt,10,2,strict,TRUE,f,100,3,4,5
19569016,Entire home/apt,2,3,flexible,FALSE,f,80,2,2,6
15927523,Entire home/apt,6,3,flexible,FALSE,t,,3,3,7
10106768,Private room,4,1,strict,TRUE,f,92,1,2,4
7798935,Private room,2,1,flexible,TRUE,f,77,1,1,5
16429967,Private room,2,1,flexible,FALSE,f,,1,1,4
15470724,Entire home/apt,4,1,strict,TRUE,f,100,1,2,6
7762201,Entire home/apt,4,1,flexible,FALSE,f,,2,2,6
5046894,Entire home/apt,3,1,strict,TRUE,f,100,1,2,5
2969279,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,5
1869961,Entire home/apt,2,1,moderate,TRUE,f,97,1,1,5
16270455,Entire home/apt,4,2,strict,TRUE,f,96,2,2,5
18127237,Entire home/apt,9,3,strict,TRUE,f,100,4,5,6
14821802,Private room,2,1,moderate,TRUE,f,96,1,1,5
16146144,Private room,2,1,strict,FALSE,f,96,1,1,4
8547691,Entire home/apt,3,2,strict,TRUE,f,,3,3,6
3835740,Entire home/apt,3,1,moderate,TRUE,f,100,1,1,5
3608353,Entire home/apt,4,1,flexible,TRUE,f,,2,2,5
7036,Entire home/apt,4,2,strict,TRUE,f,90,2,2,6
10907541,Entire home/apt,2,1,strict,TRUE,t,88,0,1,5
13530650,Private room,1,1,moderate,TRUE,t,97,1,1,4
9794364,Private room,3,1,strict,FALSE,t,95,2,1,4
6911905,Entire home/apt,2,1,moderate,TRUE,f,,1,1,6
17070148,Entire home/apt,5,2,strict,TRUE,f,88,2,3,5
13511037,Private room,2,1,flexible,FALSE,f,98,1,1,4
13157142,Private room,2,1,flexible,TRUE,f,95,1,1,5
18332030,Entire home/apt,2,1,strict,TRUE,f,,0,1,6
14357876,Private room,2,1,strict,TRUE,f,95,1,1,5
10922889,Entire home/apt,2,1,moderate,TRUE,f,,0,1,5
40138,Entire home/apt,6,1,strict,TRUE,t,81,3,3,5
12760402,Private room,2,2,moderate,TRUE,f,100,1,2,4
6885705,Private room,2,1,strict,TRUE,f,84,1,1,4
613982,Entire home/apt,6,2,strict,TRUE,f,91,2,4,6
845227,Entire home/apt,2,1,strict,TRUE,f,99,1,1,5
16043186,Entire home/apt,4,1,moderate,FALSE,f,100,1,2,5
7389503,Entire home/apt,2,1,strict,TRUE,t,,0,1,4
14657085,Entire home/apt,2,1,moderate,TRUE,f,89,0,1,5
11257417,Private room,2,1,flexible,FALSE,f,,1,1,4
1365453,Entire home/apt,3,1,strict,TRUE,f,95,1,2,5
95243,Private room,2,1,moderate,TRUE,t,99,1,1,4
15018607,Entire home/apt,3,1,strict,TRUE,f,94,1,2,5
19963338,Entire home/apt,3,1,strict,TRUE,f,87,1,1,5
18343977,Private room,2,1,strict,TRUE,f,82,1,1,4
14523104,Entire home/apt,8,5,strict,TRUE,f,93,5,6,6
16313915,Private room,2,1,strict,FALSE,f,,1,1,7
52713,Entire home/apt,8,4,moderate,TRUE,f,,4,4,8
16030166,Entire home/apt,2,1,strict,TRUE,f,,1,1,5
19015421,Private room,2,1,moderate,TRUE,f,100,0,1,5
14570483,Private room,3,1,strict,TRUE,f,90,0,1,5
4445540,Private room,1,1,strict,TRUE,f,87,1,1,4
2986103,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,5
12222625,Private room,2,1,strict,TRUE,f,97,1,1,4
9304740,Entire home/apt,2,1,flexible,FALSE,f,,1,1,4
9076037,Entire home/apt,3,1,strict,TRUE,f,98,1,2,5
10041376,Entire home/apt,5,2,strict,TRUE,t,96,2,2,5
9810696,Private room,1,1,strict,TRUE,t,88,1,1,3
19100971,Entire home/apt,2,1,strict,TRUE,f,96,0,1,5
12872454,Private room,2,1,strict,TRUE,f,94,1,2,4
14832944,Entire home/apt,2,1,strict,TRUE,f,93,1,1,5
6376345,Private room,3,2,flexible,FALSE,f,99,1,2,4
8383187,Private room,2,2,flexible,TRUE,f,98,1,1,4
15280994,Entire home/apt,4,1,moderate,TRUE,t,76,2,2,6
1802185,Entire home/apt,2,1,moderate,TRUE,f,95,1,1,4
427843,Entire home/apt,6,2,strict,TRUE,f,80,2,3,5
14726699,Entire home/apt,1,1,strict,FALSE,f,,2,1,6
17207134,Entire home/apt,2,1,strict,TRUE,f,100,2,2,6
2874932,Entire home/apt,5,2,strict,TRUE,f,,2,2,5
16041764,Private room,2,1,moderate,TRUE,t,94,1,1,5
5321617,Entire home/apt,2,1,strict,TRUE,f,98,1,1,5
9076691,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,5
1955735,Entire home/apt,2,1,strict,TRUE,f,100,0,1,5
5915468,Entire home/apt,2,1,strict,TRUE,t,86,0,1,5
467731,Entire home/apt,2,1,strict,TRUE,f,98,1,1,5
14930329,Entire home/apt,2,1,moderate,TRUE,t,100,0,1,5
11103386,Entire home/apt,2,1,strict,TRUE,f,94,1,1,5
7623280,Private room,2,1,strict,TRUE,t,100,1,1,5
2061873,Entire home/apt,2,1,strict,FALSE,f,,1,1,7
1183620,Entire home/apt,3,1,strict,TRUE,f,86,1,2,5
47275,Entire home/apt,4,1,strict,TRUE,t,97,0,2,5
17299621,Entire home/apt,4,1,strict,TRUE,t,98,1,2,5
1905976,Entire home/apt,3,1,flexible,FALSE,f,,1,2,6
17408114,Entire home/apt,5,1,flexible,TRUE,f,60,2,2,6
7914359,Entire home/apt,6,2,strict,TRUE,f,95,2,3,6
16192570,Entire home/apt,3,1,moderate,FALSE,f,100,1,1,5
13388959,Private room,3,1,strict,TRUE,f,90,1,1,5
17492303,Entire home/apt,2,1,strict,TRUE,f,80,1,1,6
6103482,Private room,2,1,strict,FALSE,f,96,1,1,4
350756,Private room,3,1,flexible,FALSE,t,,1,2,4
6868670,Entire home/apt,3,1,strict,TRUE,f,100,2,2,5
16496839,Entire home/apt,4,1,flexible,TRUE,f,96,1,2,4
12037618,Entire home/apt,4,1,moderate,TRUE,f,100,2,3,6
3952093,Entire home/apt,6,3,moderate,TRUE,f,100,2,2,6
8389670,Private room,2,2,strict,TRUE,f,,1,1,4
16240471,Private room,2,1,strict,TRUE,f,97,1,1,4
11884317,Entire home/apt,3,1,flexible,FALSE,t,,1,1,5
15718220,Private room,1,1,moderate,TRUE,f,87,1,1,4
11701404,Private room,1,1,flexible,TRUE,t,90,1,1,4
15027031,Entire home/apt,3,1,strict,TRUE,f,98,1,2,5
18227762,Entire home/apt,4,1,strict,TRUE,f,99,1,2,5
6152478,Private room,2,1,flexible,FALSE,f,100,1,2,4
4172266,Entire home/apt,3,1,moderate,TRUE,t,100,1,1,5
13770378,Private room,2,1,strict,TRUE,f,98,1,1,4
12069335,Private room,2,1,moderate,TRUE,f,,1,1,5
13980926,Entire home/apt,4,1,moderate,TRUE,t,90,2,3,5
9415290,Entire home/apt,4,1,moderate,TRUE,f,96,1,1,5
4612288,Entire home/apt,2,1,strict,TRUE,f,97,1,1,5
9393184,Private room,2,1,moderate,FALSE,f,80,1,1,4
16477905,Entire home/apt,2,1,moderate,TRUE,f,,1,1,6
14760548,Entire home/apt,2,1,strict,TRUE,f,96,1,1,5
7927838,Entire home/apt,6,1,strict,TRUE,t,84,2,2,5
14165982,Private room,2,3,flexible,FALSE,f,100,1,1,4
13770856,Entire home/apt,3,1,strict,TRUE,t,89,1,2,5
15785305,Private room,2,1,moderate,TRUE,t,80,1,1,4
12448364,Private room,1,1,moderate,TRUE,f,,1,1,5
10368589,Private room,4,2,moderate,TRUE,f,92,1,2,3
4775244,Private room,2,1,flexible,FALSE,f,,1,1,5
14627950,Private room,3,2,flexible,FALSE,t,87,1,2,4
18445918,Private room,2,1,moderate,TRUE,f,100,1,1,4
6199643,Entire home/apt,4,2,moderate,TRUE,f,86,2,2,4
18561753,Entire home/apt,2,1,moderate,TRUE,f,,1,1,6
11048380,Shared room,1,1,flexible,FALSE,f,100,1,1,4
1586346,Entire home/apt,1,2,moderate,TRUE,f,,1,1,5
11724255,Private room,2,1,strict,FALSE,f,94,1,1,4
4128021,Private room,2,1,flexible,FALSE,f,93,1,1,4
10801360,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
15628435,Private room,1,1,strict,TRUE,t,90,1,1,4
14220594,Entire home/apt,6,1,moderate,TRUE,f,95,3,4,5
16409970,Private room,4,1,flexible,FALSE,f,,1,2,6
16195143,Private room,1,1,flexible,TRUE,f,93,1,1,5
17669867,Entire home/apt,4,1,flexible,FALSE,f,100,2,2,5
18851429,Entire home/apt,7,2,strict,TRUE,t,91,2,3,5
16767348,Entire home/apt,2,1,flexible,TRUE,f,95,1,1,5
16706680,Entire home/apt,5,2,strict,TRUE,t,100,2,2,6
344082,Private room,2,1,moderate,TRUE,f,93,1,1,4
16627206,Entire home/apt,4,1,strict,TRUE,f,100,1,1,5
19246490,Private room,2,1,moderate,TRUE,f,98,1,1,5
16617409,Entire home/apt,5,1,flexible,FALSE,f,99,2,1,4
16605075,Private room,2,1,flexible,TRUE,f,94,1,1,5
3653912,Private room,1,1,flexible,TRUE,f,75,1,1,4
14357579,Private room,2,1,moderate,TRUE,f,93,1,1,4
7716746,Entire home/apt,5,1,moderate,TRUE,f,89,2,3,5
743217,Private room,2,1,moderate,FALSE,t,98,1,1,5
18008747,Entire home/apt,2,1,flexible,TRUE,f,,1,1,4
16453160,Entire home/apt,2,1,strict,TRUE,f,100,1,1,5
16166720,Private room,2,1,flexible,FALSE,t,96,1,1,4
13982024,Entire home/apt,4,1,flexible,FALSE,f,,1,2,7
623169,Entire home/apt,4,1,strict,TRUE,t,100,1,2,5
12815140,Entire home/apt,1,1,strict,TRUE,f,84,0,1,5
19240422,Private room,2,2,flexible,TRUE,f,100,1,1,4
16518099,Private room,2,1,flexible,FALSE,f,,1,1,5
16586462,Private room,3,3,moderate,TRUE,t,94,1,2,4
18062148,Entire home/apt,5,1,strict,TRUE,t,93,2,2,6
11444360,Entire home/apt,5,2,moderate,TRUE,f,,2,3,6
7822338,Private room,2,1,moderate,FALSE,f,97,1,1,4
5154242,Private room,2,1,flexible,FALSE,f,100,1,1,5
20040078,Private room,2,1,strict,TRUE,t,94,1,1,4
15973858,Entire home/apt,1,1,flexible,FALSE,f,,0,1,5
12794791,Entire home/apt,4,1,moderate,TRUE,f,96,2,2,5
20798053,Private room,2,1,flexible,TRUE,f,93,1,1,5
16470117,Private room,2,1,strict,FALSE,f,,1,1,5
15733438,Entire home/apt,6,1,strict,TRUE,f,100,1,3,6
18508982,Entire home/apt,2,1,strict,TRUE,t,100,1,1,5
17684067,Entire home/apt,2,1,strict,TRUE,f,100,0,1,5
14035390,Private room,1,1,flexible,FALSE,t,,1,1,5
16284144,Private room,2,1,strict,TRUE,f,97,1,1,4
8069456,Entire home/apt,3,1,strict,FALSE,f,,0,1,5
10105617,Private room,3,1,moderate,TRUE,f,97,1,2,4
8191166,Entire home/apt,2,1,flexible,FALSE,f,,0,1,5
14316198,Entire home/apt,3,1,moderate,FALSE,f,98,0,2,5
13480090,Private room,3,1,moderate,FALSE,t,100,1,1,4
2122613,Private room,2,1,moderate,FALSE,t,90,1,1,4
8398955,Entire home/apt,2,1,flexible,TRUE,f,100,0,1,4
7023818,Entire home/apt,2,2,strict,TRUE,f,98,0,1,4
5751150,Private room,1,1,flexible,TRUE,f,100,2,1,5
12208674,Entire home/apt,5,1,strict,TRUE,f,80,2,4,5
10460113,Entire home/apt,4,1,strict,TRUE,f,100,2,2,5
2221852,Private room,2,1,strict,TRUE,t,91,1,1,4
9624302,Entire home/apt,2,2,strict,TRUE,f,100,1,1,5
13685771,Private room,5,1,moderate,TRUE,t,100,2,3,4
10965768,Entire home/apt,7,1,strict,TRUE,f,68,2,4,5
12233692,Entire home/apt,4,1,moderate,TRUE,f,,1,1,5
14871736,Entire home/apt,2,1,flexible,FALSE,t,100,1,1,5
18719830,Entire home/apt,2,1,strict,TRUE,f,98,1,1,5
18344118,Shared room,2,1,flexible,TRUE,f,94,1,1,4
9197433,Private room,4,1,flexible,TRUE,t,,1,2,5
18110859,Entire home/apt,2,1,flexible,TRUE,f,100,1,1,5
10939710,Private room,2,1,moderate,TRUE,f,99,1,2,5
17189319,Entire home/apt,2,1,flexible,TRUE,f,,0,1,5
1903198,Entire home/apt,5,1,moderate,TRUE,f,88,2,5,4
1446492,Entire home/apt,5,1,strict,FALSE,f,94,2,3,5
20725400,Entire home/apt,3,1,strict,TRUE,f,87,0,2,6
19085956,Entire home/apt,2,1,moderate,TRUE,t,100,0,2,5
67208,Private room,2,3,flexible,TRUE,f,80,1,1,5
4623696,Private room,1,1,flexible,TRUE,f,73,1,1,4
6706788,Shared room,1,1,strict,TRUE,t,81,1,1,4
5376014,Private room,2,1,moderate,TRUE,f,97,1,1,5
8483688,Entire home/apt,4,1,strict,TRUE,f,91,1,2,5
15852221,Entire home/apt,2,1,flexible,TRUE,t,100,1,1,5
20093311,Shared room,2,2,strict,TRUE,f,93,1,1,3
14433076,Entire home/apt,2,1,strict,TRUE,f,99,1,1,5
5123709,Entire home/apt,2,1,flexible,FALSE,f,,1,1,5
3398697,Entire home/apt,4,1,moderate,TRUE,t,100,2,2,5
16381075,Entire home/apt,8,2,strict,TRUE,f,87,4,7,6
17157495,Entire home/apt,2,1,moderate,TRUE,f,100,1,1,5
6903738,Entire home/apt,2,1,flexible,TRUE,f,100,2,1,5
5154367,Private room,2,2,flexible,FALSE,t,,1,1,6
19432801,Entire home/apt,4,2,flexible,TRUE,f,,2,3,6
6587558,Entire home/apt,2,1,strict,TRUE,f,,1,1,6
3884105,Private room,1,1,flexible,TRUE,t,100,1,1,5
20997356,Private room,2,2,strict,TRUE,f,86,1,1,4
4235227,Private room,2,1,strict,TRUE,t,84,1,1,5
2077043,Private room,2,1,strict,TRUE,f,100,1,1,5
846871,Private room,2,1,strict,TRUE,t,98,1,1,5
11137382,Entire home/apt,3,1,moderate,TRUE,f,,1,1,5
16436513,Private room,2,1,flexible,TRUE,f,,1,1,4
12715988,Private room,2,2,strict,TRUE,f,96,1,1,4
640352,Entire home/apt,4,1,strict,TRUE,f,97,2,2,6
20193058,Entire home/apt,2,1,moderate,TRUE,t,95,0,1,5
16077352,Private room,2,1,strict,TRUE,f,93,1,1,4
6120345,Entire home/apt,8,3,strict,TRUE,f,87,4,5,5
20788831,Private room,2,1,flexible,TRUE,f,,1,1,5
9028856,Entire home/apt,2,1,moderate,TRUE,f,98,1,1,5
16652122,Entire home/apt,2,1,flexible,FALSE,f,80,1,1,4
14074745,Private room,3,1,flexible,TRUE,t,89,1,2,4
10454632,Private room,2,1,flexible,TRUE,f,100,1,1,5
6169292,Private room,2,1,strict,TRUE,t,97,1,1,4
16545819,Private room,1,1,flexible,FALSE,t,,1,1,4
12231522,Private room,1,1,moderate,FALSE,f,98,1,1,4
20412306,Entire home/apt,2,1,moderate,TRUE,f,94,0,1,4
17810293,Shared room,1,1,strict,TRUE,f,96,1,1,4
16157469,Entire home/apt,6,1,strict,FALSE,t,97,1,3,4
11684682,Entire home/apt,2,2,strict,TRUE,f,100,2,2,6
6784818,Entire home/apt,2,1,strict,TRUE,f,93,1,1,5
162501,Private room,2,1,flexible,FALSE,t,,2,1,4
18059656,Entire home/apt,4,2,strict,TRUE,f,99,2,2,6
16351140,Entire home/apt,6,1,strict,TRUE,f,88,2,4,6
1221352,Private room,1,1,flexible,TRUE,f,97,1,1,4
20211737,Private room,2,1,strict,TRUE,f,98,1,1,4
13706563,Private room,1,1,moderate,TRUE,f,83,1,1,4
14617330,Private room,2,1,flexible,FALSE,f,100,1,1,4
71507,Private room,2,1,strict,TRUE,f,100,1,1,4
10253591,Entire home/apt,3,1,flexible,FALSE,f,,2,2,5
17289246,Private room,2,1,strict,FALSE,f,85,1,1,5
7966742,Private room,2,2,strict,TRUE,f,89,1,1,4
6234096,Private room,1,1,strict,TRUE,t,82,1,1,3
12344391,Private room,1,1,strict,TRUE,f,92,1,1,5
1964917,Private room,4,1,flexible,FALSE,f,93,1,3,4
19385941,Private room,2,2,moderate,TRUE,f,98,1,1,4
13650050,Entire home/apt,4,1,moderate,TRUE,t,90,1,1,4
18674105,Private room,2,1,flexible,FALSE,f,,1,1,5
1410197,Entire home/apt,3,1,flexible,TRUE,t,100,1,1,5
16055506,Entire home/apt,4,1,moderate,FALSE,f,99,1,2,5
1011292,Private room,4,1,flexible,FALSE,t,,1,1,4
10261620,Entire home/apt,4,2,flexible,TRUE,f,,2,2,5
14294426,Entire home/apt,10,2,flexible,TRUE,f,,4,8,6
15161348,Entire home/apt,2,2,strict,TRUE,f,,1,1,6
18626635,Entire home/apt,4,1,strict,TRUE,t,80,1,2,5
16111651,Private room,2,1,strict,TRUE,t,90,1,1,4
8501346,Entire home/apt,3,1,flexible,TRUE,t,93,1,1,4
11730644,Entire home/apt,5,2,strict,TRUE,f,,3,4,6
18478624,Private room,2,1,flexible,FALSE,t,88,1,1,5
15392868,Private room,2,1,moderate,TRUE,f,89,1,1,4
7150867,Entire home/apt,2,1,strict,TRUE,f,94,1,1,5
3785899,Entire home/apt,3,1,moderate,TRUE,t,80,0,1,5
14023502,Private room,2,1,strict,TRUE,f,95,1,1,5
2636988,Entire home/apt,2,1,flexible,FALSE,t,92,1,1,4
4863101,Entire home/apt,4,2,moderate,TRUE,f,98,3,4,5
16334946,Entire home/apt,4,2,flexible,FALSE,t,,2,2,6
20599841,Entire home/apt,2,1,flexible,TRUE,f,,1,1,5
14075285,Entire home/apt,2,2,flexible,TRUE,f,97,2,1,5
3353937,Entire home/apt,3,1,strict,TRUE,t,,1,1,5
5298896,Private room,2,1,flexible,TRUE,t,100,1,1,4
10754882,Entire home/apt,6,1,strict,TRUE,f,77,2,3,5
7758083,Entire home/apt,4,1,moderate,FALSE,t,,1,2,5
62427,Entire home/apt,12,4,strict,TRUE,f,99,4,4,7
5980518,Private room,2,1,moderate,TRUE,f,100,1,1,5
12025211,Private room,2,1,moderate,TRUE,t,100,1,1,5
13694129,Private room,1,1,flexible,FALSE,f,100,1,1,4
2570488,Entire home/apt,3,1,strict,FALSE,f,80,1,1,4
5813209,Entire home/apt,6,1,moderate,TRUE,f,100,2,4,5
16577709,Private room,2,1,flexible,TRUE,f,100,1,1,4
14093038,Private room,2,1,moderate,TRUE,f,96,1,1,4
17965518,Entire home/apt,2,1,moderate,TRUE,f,99,0,1,5
20236141,Private room,3,1,flexible,TRUE,t,90,1,2,4
5208021,Private room,2,1,strict,TRUE,f,97,1,1,5
6628042,Entire home/apt,6,1,moderate,TRUE,t,94,3,4,6
17126112,Entire home/apt,5,1,strict,TRUE,t,96,1,3,5
15595774,Entire home/apt,8,2,strict,TRUE,f,77,4,4,6
19413075,Entire home/apt,6,2,strict,TRUE,f,100,2,3,6
16187566,Shared room,2,1,strict,TRUE,f,95,1,2,4
10943915,Shared room,2,,flexible,FALSE,f,,1,,5
2969919,Entire home/apt,2,1,moderate,TRUE,f,100,0,1,5
4738224,Entire home/apt,2,1,flexible,FALSE,f,,1,1,7
2220415,Private room,1,1,strict,TRUE,f,65,1,1,5
16826862,Private room,2,1,strict,TRUE,f,80,1,1,4
2599391,Private room,2,1,flexible,TRUE,f,100,1,1,5
20730657,Private room,2,2,flexible,FALSE,f,100,2,1,4
16479076,Entire home/apt,2,1,flexible,TRUE,f,,0,1,5
8208878,Entire home/apt,2,1,strict,TRUE,t,90,1,1,5
16184845,Private room,2,2,moderate,TRUE,f,98,1,1,5
5881570,Entire home/apt,2,1,flexible,FALSE,f,,0,1,5
16050276,Private room,2,1,flexible,TRUE,f,,1,1,4
489965,Entire home/apt,4,2,strict,TRUE,f,84,2,2,6
16322431,Entire home/apt,5,2,flexible,FALSE,t,,2,2,5
4480481,Entire home/apt,7,3,strict,TRUE,f,97,3,3,7
15504145,Entire home/apt,3,1,flexible,TRUE,t,,1,1,5
16206764,Entire home/apt,6,3,strict,TRUE,f,80,3,3,5
4950352,Entire home/apt,4,1,strict,TRUE,f,100,2,2,5
20620647,Entire home/apt,2,1,strict,TRUE,f,100,1,1,6
345502,Entire home/apt,3,1,moderate,TRUE,t,93,1,2,5
9839906,Shared room,1,1,strict,TRUE,t,,1,1,3
14954335,Entire home/apt,2,1,flexible,TRUE,f,,1,2,5
18617586,Private room,2,1,strict,FALSE,f,100,1,1,5
1637178,Entire home/apt,2,1,strict,FALSE,t,100,0,1,5
16176042,Entire home/apt,3,1,flexible,FALSE,f,,0,2,5
21162932,Entire home/apt,7,1,strict,TRUE,t,,3,4,6
8110495,Private room,1,1,flexible,TRUE,f,,1,1,5
5211190,Entire home/apt,2,1,moderate,TRUE,f,90,1,1,4
195344,Entire home/apt,6,2,strict,TRUE,f,100,2,3,6
15284907,Private room,1,2,moderate,TRUE,f,96,1,1,4
20514740,Private room,2,1,strict,FALSE,f,98,1,1,5
14009688,Entire home/apt,2,1,strict,TRUE,f,,0,1,5
8972807,Entire home/apt,8,4,strict,TRUE,f,100,4,4,7
8109503,Entire home/apt,2,1,strict,TRUE,f,80,1,1,4
13661080,Entire home/apt,6,2,flexible,FALSE,f,,3,3,7
3083959,Entire home/apt,4,3,flexible,TRUE,f,20,2,2,7
7807561,Entire home/apt,4,1,moderate,FALSE,f,99,2,2,5
19767346,Private room,2,1,strict,FALSE,f,,1,1,4
13465546,Entire home/apt,2,1,moderate,TRUE,t,91,1,1,5
106052,Entire home/apt,4,1,flexible,TRUE,f,95,1,4,5
10043502,Entire home/apt,4,1,flexible,TRUE,t,,0,1,5
551851,Entire home/apt,4,1,flexible,TRUE,f,,1,2,5
3802539,Entire home/apt,3,1,moderate,TRUE,f,,1,2,6
18093838,Entire home/apt,2,1,strict,TRUE,t,96,1,1,5
16709754,Entire home/apt,3,1,strict,TRUE,f,,1,1,6
253815,Entire home/apt,1,1,flexible,FALSE,f,,1,1,4
16517301,Entire home/apt,8,5,strict,TRUE,f,98,4,5,6
15857492,Private room,1,1,flexible,FALSE,f,,1,1,4
1132215,Shared room,1,1,flexible,FALSE,t,100,1,1,4
5959988,Entire home/apt,6,1,moderate,TRUE,t,91,2,4,5
7581727,Entire home/apt,4,2,flexible,TRUE,f,,2,2,6
17482247,Private room,2,1,flexible,FALSE,f,95,1,1,4
20409370,Entire home/apt,6,2,moderate,TRUE,f,95,3,4,5
4261691,Entire home/apt,3,1,strict,TRUE,f,94,1,1,5
8051571,Entire home/apt,4,1,strict,TRUE,f,95,1,2,5
5276602,Entire home/apt,4,1,strict,TRUE,f,94,1,1,5
20946637,Entire home/apt,5,2,strict,TRUE,f,,2,2,5
16497096,Entire home/apt,3,1,strict,TRUE,t,60,1,1,5
19017814,Entire home/apt,4,2,flexible,FALSE,f,,2,2,6
15295895,Entire home/apt,3,1,strict,TRUE,t,,1,1,5
9012419,Entire home/apt,4,1,strict,TRUE,f,100,1,1,5
20258481,Entire home/apt,4,1,strict,TRUE,f,91,2,2,6
16986349,Entire home/apt,3,1,flexible,TRUE,f,88,1,2,5
379418,Private room,1,2,strict,TRUE,f,94,1,1,4
9316653,Private room,2,1,moderate,TRUE,f,,1,1,4
15550886,Entire home/apt,5,1,strict,TRUE,f,100,2,2,7
6444303,Entire home/apt,5,1,strict,TRUE,f,100,2,3,6
6103261,Entire home/apt,2,1,flexible,TRUE,f,100,1,2,4
9691546,Entire home/apt,3,1,strict,FALSE,f,100,0,2,6
10370225,Private room,3,1,moderate,TRUE,f,99,1,1,4
8761031,Entire home/apt,4,1,strict,TRUE,f,94,2,2,5
3944625,Entire home/apt,2,1,strict,TRUE,f,86,1,1,5
16052890,Entire home/apt,3,1,strict,TRUE,t,86,1,2,4
14913899,Private room,1,1,flexible,TRUE,f,90,1,1,4
10501572,Entire home/apt,3,1,flexible,TRUE,t,99,1,1,5
8307772,Private room,1,1,flexible,FALSE,t,,1,1,4
17010314,Private room,2,1,moderate,TRUE,f,99,1,1,4
8731224,Entire home/apt,2,1,strict,TRUE,f,89,0,1,4
5526210,Entire home/apt,3,1,flexible,FALSE,f,,0,1,5
9488878,Private room,1,1,flexible,FALSE,f,100,1,1,5
16133101,Entire home/apt,2,1,flexible,TRUE,t,100,1,1,5
16290683,Entire home/apt,4,1,strict,FALSE,f,100,1,1,5
3973872,Entire home/apt,8,5,strict,TRUE,t,91,3,5,7
20960203,Entire home/apt,5,2,strict,TRUE,f,95,2,3,5
14606631,Shared room,2,1,moderate,TRUE,f,100,1,2,4
6239043,Entire home/apt,2,1,moderate,TRUE,t,100,0,1,5
14014109,Entire home/apt,4,1,flexible,TRUE,f,,1,1,5
8903584,Private room,2,1,flexible,TRUE,f,98,1,1,4
8118692,Private room,4,1,flexible,TRUE,f,98,1,2,4
5992854,Shared room,1,1,strict,FALSE,f,95,1,1,3
8470124,Private room,2,1,moderate,TRUE,t,95,1,1,4
20664395,Entire home/apt,5,1,moderate,FALSE,f,96,1,2,5
16559245,Private room,2,1,flexible,TRUE,f,93,1,1,4
18296407,Private room,2,1,strict,TRUE,f,100,1,1,5
12309643,Private room,2,1,flexible,TRUE,f,100,1,1,5
7852469,Entire home/apt,5,1,moderate,TRUE,f,96,2,2,5
10755367,Entire home/apt,5,2,moderate,TRUE,f,100,3,2,6
16453657,Private room,2,1,strict,TRUE,f,97,1,1,4
15572519,Entire home/apt,2,1,strict,TRUE,f,88,1,1,5
5102601,Entire home/apt,4,2,strict,TRUE,f,82,2,3,5
3573724,Entire home/apt,3,1,strict,TRUE,f,87,1,2,5
14182963,Entire home/apt,4,2,strict,TRUE,t,97,2,2,6
17404757,Entire home/apt,5,3,flexible,TRUE,t,93,3,3,6
8135144,Entire home/apt,3,1,moderate,TRUE,f,,1,2,5
13311019,Private room,2,1,moderate,TRUE,f,100,1,1,4
15512995,Entire home/apt,2,1,moderate,TRUE,f,,1,1,5
6317058,Entire home/apt,3,1,strict,TRUE,t,100,1,1,5
14576922,Entire home/apt,4,1,strict,TRUE,f,93,1,2,5
8973873,Private room,2,2,moderate,TRUE,f,96,1,1,5
